id,Latitude,Longitude,Cd (mg/kg),Cr (mg/kg),Ni (mg/kg),Pb (mg/kg),Zn (mg/kg),Cu (mg/kg),Co (mg/kg),Predicted class
299,-27.5105,28.152,0.007,0.0,0.546,4.7,0.28,1.51,0.98,very low contamination
300,-27.4612,28.0686,0.006,0.0,0.581,6.753,0.2,2.06,2.81,very low contamination
301,-27.4661,28.0453,0.011,0.0,0.976,17.282,0.21,3.45,5.66,very low contamination
302,-27.8395,28.1215,0.004,0.0,0.383,11.098,0.09,2.86,3.95,very low contamination
303,-27.9767,28.1298,0.023,0.0,3.297,10.617,0.39,4.2,3.68,very low contamination
304,-27.5361,28.3929,0.019,0.0,7.169,4.481,0.35,11.11,7.32,very low contamination
305,-26.9835,29.4502,0.017,0.0,3.976,12.622,0.52,11.22,6.45,very low contamination
306,-26.9591,29.6055,0.005,0.0,0.605,7.482,0.18,2.83,2.02,very low contamination
307,-27.2051,29.5042,0.004,1.072,0.184,2.538,0.21,0.59,0.205,very low contamination
308,-26.9428,29.3848,0.022,0.118,1.388,3.234,3.25,6.14,7.08,very low contamination
309,-27.0859,32.5162,0.031,0.0,11.074,1.315,1.28,8.9,11.17,very low contamination
310,-27.2051,29.5042,0.01,0.0,6.677,4.479,0.46,7.1,9.02,very low contamination
311,-27.2355,31.0234,0.005,0.0,0.125,7.656,0.15,1.15,0.45,very low contamination
312,-27.4292,32.3812,0.008,0.0,0.613,4.041,0.17,1.58,1.92,very low contamination
313,-27.5707,28.9051,0.004,0.0,0.367,3.626,0.26,1.87,1.19,very low contamination
314,-27.7166,28.7795,0.013,0.0,1.383,5.51,0.38,2.62,1.48,very low contamination
315,-27.7514,29.0757,0.004,0.0,0.102,1.79,0.08,1.18,1.07,very low contamination
316,-27.7268,29.2525,0.005,0.0,0.079,5.852,0.11,1.81,0.48,very low contamination
317,-27.7078,29.272,0.004,0.0,0.119,2.287,0.13,0.7,0.62,very low contamination
318,-27.603,30.5306,0.007,0.0,0.17,7.425,0.25,1.5,0.54,very low contamination
319,-27.6014,32.2587,0.009,0.0,0.249,10.108,0.24,1.77,1.27,very low contamination
320,-27.5309,29.724,0.004,0.0,0.105,16.119,0.23,2.25,0.71,very low contamination
321,-27.7419,31.0075,0.014,0.0,0.565,8.007,1.01,2.41,2.09,very low contamination
322,-27.7424,31.0899,0.005,0.0,0.084,8.788,0.22,1.01,1.62,very low contamination
323,-27.7231,29.6317,0.004,0.0,0.144,2.906,0.29,1.0,0.85,very low contamination
324,-27.772,29.2859,0.033,0.0,1.277,13.506,2.77,3.17,1.29,very low contamination
325,-27.8333,31.3196,0.05,0.0,0.26,4.826,0.23,1.2,0.7,very low contamination
326,-33.3543,19.3576,0.007,0.22,0.43,1.085,0.66,1.07,2.65,very low contamination
327,-33.3422,19.3001,0.036,0.214,0.146,86.873,1.8,2.33,0.121,very low contamination
328,-33.3505,19.4621,0.005,0.203,0.069,1.455,0.31,0.231,0.367,very low contamination
329,-33.7943,19.591,0.005,0.238,0.356,0.992,0.53,0.48,0.78,very low contamination
330,-33.7203,19.3341,0.042,0.254,35.513,2.058,0.401,3.04,15.08,very low contamination
331,-33.7111,19.3505,0.01,0.209,0.411,0.924,0.44,0.36,0.173,very low contamination
332,-33.6243,19.3656,0.011,0.225,0.989,4.706,1.82,1.55,2.26,very low contamination
333,-33.539,21.3668,0.025,0.298,0.647,1.49,1.45,1.12,0.87,very low contamination
334,-33.6019,21.7088,0.035,0.31,0.706,3.456,0.69,1.27,1.37,very low contamination
335,-33.4667,21.3167,0.009,0.0,0.179,4.074,0.46,0.231,0.282,very low contamination
336,-30.9829,30.2728,0.053,0.305,0.959,3.073,1.48,3.08,4.1,very low contamination
337,-33.491,21.3643,0.028,0.327,0.792,1.398,0.76,1.73,0.67,very low contamination
338,-33.6014,22.4774,0.009,0.298,0.433,1.681,1.11,0.99,0.76,very low contamination
339,-33.6419,22.076,0.015,0.297,0.994,2.123,1.0,1.06,1.87,very low contamination
340,-33.6429,22.0784,0.012,0.264,0.641,1.344,0.83,0.91,1.25,very low contamination
341,-33.6439,22.071,0.023,0.788,0.913,1.518,0.94,1.38,0.69,very low contamination
342,-33.5,21.2333,0.008,0.0,0.105,1.757,0.66,0.32,0.52,very low contamination
343,-33.2167,21.4833,0.019,0.0,1.256,5.862,1.21,2.92,4.06,very low contamination
344,-33.5167,21.1667,0.046,0.0,0.433,5.84,1.61,2.08,0.68,very low contamination
345,-33.5326,21.1166,0.034,0.369,0.733,3.804,0.82,1.42,1.66,very low contamination
346,-33.5734,21.214,0.012,0.292,0.71,1.694,0.74,0.78,1.3,very low contamination
347,-27.4813,30.6382,0.031,0.221,0.205,2.174,0.241,0.897,0.146,very low contamination
348,-27.4449,30.7397,0.004,0.0,0.052,19.115,0.19,0.43,0.083,very low contamination
349,-27.4055,30.6624,0.007,0.0,0.199,4.312,1.11,1.3,0.89,very low contamination
350,-27.3659,30.6424,0.004,0.0,0.053,9.745,0.28,5.01,2.8,very low contamination
351,-27.369,30.6408,0.003,0.0,0.043,14.588,0.17,3.35,0.75,very low contamination
352,-27.6788,30.8987,0.01,0.0,0.342,10.82,0.52,1.7,0.74,very low contamination
353,-27.6403,31.2037,0.005,0.0,0.291,43.329,0.15,1.69,1.27,very low contamination
354,-27.6725,31.1937,0.012,0.0,0.206,24.582,1.05,2.17,1.94,very low contamination
355,-27.7277,31.0398,0.004,0.0,0.043,12.394,0.25,1.11,0.111,very low contamination
356,-27.6273,31.3793,0.0,0.0,0.001,0.834,0.11,1.11,0.121,very low contamination
357,-27.5278,31.4051,0.006,0.317,5.241,4.635,1.01,7.48,12.91,very low contamination
358,-27.4735,30.6712,0.002,0.581,0.049,8.197,0.25,1.63,0.48,very low contamination
359,-27.8719,30.5717,0.002,0.612,0.125,4.246,0.18,0.75,0.69,very low contamination
360,-27.8533,30.6425,0.0,0.711,0.013,2.719,0.25,0.32,0.159,very low contamination
361,-27.8344,31.3233,0.001,0.831,0.125,17.12,0.34,4.8,0.57,very low contamination
362,-27.8333,31.3196,0.007,0.771,0.201,5.858,0.46,1.35,2.12,very low contamination
363,-28.2238,29.417,0.006,0.364,0.092,1.808,0.263,0.88,0.328,very low contamination
364,-28.4893,29.1612,0.008,0.413,0.519,4.912,0.265,1.95,0.98,very low contamination
365,-28.4465,29.0681,0.01,0.185,0.974,2.608,0.25,3.21,2.83,very low contamination
366,-27.7662,28.6768,0.004,0.85,0.191,4.773,0.74,1.51,0.74,very low contamination
367,-27.9471,28.685,0.005,0.783,0.22,7.506,0.37,1.17,1.25,very low contamination
368,-28.2631,28.5891,0.007,0.191,0.274,3.118,0.34,1.25,0.93,very low contamination
369,-28.2275,28.5525,0.003,0.195,0.19,0.503,0.24,0.59,0.34,very low contamination
370,-28.3946,28.6034,0.014,0.369,0.504,3.53,0.9,1.58,1.21,very low contamination
371,-28.531,28.6538,0.013,0.284,0.166,0.858,0.3,1.47,0.48,very low contamination
372,-28.5075,28.6833,0.018,0.306,0.607,3.291,0.74,1.86,1.51,very low contamination
373,-26.3084,29.4126,0.004,1.091,1.398,8.965,0.2,2.95,3.84,very low contamination
374,-26.3506,29.2958,0.005,0.981,1.722,12.445,0.6,3.07,9.92,very low contamination
375,-26.3007,29.29,0.008,1.72,0.306,6.495,0.31,1.81,1.81,very low contamination
376,-26.2111,29.3027,0.001,0.988,0.055,4.084,0.13,0.75,0.241,very low contamination
377,-26.5256,29.2405,0.029,0.007,1.687,0.704,1.36,11.78,1.62,very low contamination
378,-26.6834,29.0256,0.01,0.893,4.912,10.025,0.2,5.05,8.13,very low contamination
379,-26.2408,28.8268,0.003,0.888,0.515,5.675,0.14,2.6,1.51,very low contamination
380,-26.1485,28.7322,0.002,0.857,0.027,7.252,0.28,1.95,1.73,very low contamination
381,-26.2736,28.5738,0.002,0.924,0.382,3.495,0.12,1.48,0.46,very low contamination
382,-26.5886,28.5682,0.003,0.893,2.841,8.281,0.32,4.81,5.09,very low contamination
383,-25.6028,28.3333,0.026,0.194,1.934,6.033,1.54,3.06,7.78,very low contamination
384,-25.5972,28.3319,0.005,0.179,0.221,0.819,0.49,0.61,1.12,very low contamination
385,-25.6042,28.2653,0.011,0.263,0.838,2.026,0.34,2.17,0.92,very low contamination
386,-25.6042,28.3347,0.017,0.307,4.691,3.503,0.83,3.79,5.92,very low contamination
387,-25.6056,28.3361,0.023,0.177,4.638,7.724,1.94,3.78,10.6,very low contamination
388,-25.6014,28.3361,0.008,0.164,0.611,3.844,1.26,1.35,3.24,very low contamination
389,-25.6,28.3333,0.004,0.163,0.359,2.731,0.65,0.8,2.56,very low contamination
390,-25.6,28.3306,0.009,0.165,1.271,2.937,0.62,4.38,7.48,very low contamination
391,-30.0493,25.3337,0.047,0.173,3.039,2.94,0.94,4.09,6.18,very low contamination
392,-30.0931,25.1817,0.032,0.163,1.778,2.356,0.38,2.62,4.64,very low contamination
393,-29.4919,24.9194,0.009,0.89,0.222,3.787,0.36,1.52,0.207,very low contamination
394,-29.4869,24.8539,0.018,0.853,1.283,12.897,0.62,2.59,3.05,very low contamination
395,-29.4907,24.8103,0.026,0.817,0.871,17.017,0.77,2.84,3.31,very low contamination
396,-30.2444,25.55,0.044,0.192,3.169,1.8,0.74,4.97,8.06,very low contamination
397,-29.6987,24.4089,0.005,0.908,0.15,0.624,0.21,0.54,0.121,very low contamination
398,-29.8306,24.6194,0.01,0.533,0.676,4.283,0.16,1.19,2.97,very low contamination
399,-29.8411,24.5566,0.007,0.687,0.415,2.884,0.19,0.99,1.89,very low contamination
400,-29.7711,24.5859,0.016,0.76,0.257,6.676,0.4,1.5,0.7,very low contamination
401,-29.6103,24.8046,0.006,0.73,0.388,4.373,0.14,0.79,1.35,very low contamination
402,-29.6249,24.8262,0.006,0.773,0.519,6.421,0.04,1.06,2.12,very low contamination
403,-29.6292,25.1519,0.006,0.78,0.569,4.791,0.19,1.55,1.55,very low contamination
404,-29.6336,25.1253,0.01,0.792,0.819,9.645,0.32,1.87,3.52,very low contamination
405,-29.4453,24.9817,0.017,0.909,0.85,8.9,0.34,2.26,3.01,very low contamination
406,-29.979,25.2037,0.02,0.861,1.972,10.867,0.54,3.92,6.98,very low contamination
407,-29.9914,25.1987,0.012,0.896,0.555,7.463,0.39,3.16,0.96,very low contamination
408,-30.0253,25.3128,0.019,0.166,2.61,1.393,0.22,2.98,4.57,very low contamination
409,-30.4411,25.4874,0.017,0.174,1.789,0.323,0.27,3.01,8.21,very low contamination
410,-30.4685,25.4838,0.047,0.22,3.6,2.431,1.81,5.61,6.13,very low contamination
411,-30.4643,25.4575,0.029,0.208,2.501,2.055,0.42,2.78,5.77,very low contamination
412,-30.2492,25.3373,0.025,0.211,3.87,0.739,0.38,5.74,6.7,very low contamination
413,-30.2894,25.2844,0.019,0.216,0.831,2.266,0.71,1.83,2.67,very low contamination
414,-30.4118,25.4174,0.047,0.2,5.127,4.138,1.42,4.01,8.01,very low contamination
415,-30.3494,27.1954,0.014,0.235,1.057,1.138,0.58,1.88,2.07,very low contamination
416,-30.3873,27.3256,0.008,0.242,0.34,0.464,0.42,0.72,0.6,very low contamination
417,-30.3692,27.1547,0.008,0.176,0.528,1.12,0.69,1.14,2.05,very low contamination
418,-30.3861,27.156,0.008,0.281,0.465,0.563,0.318,0.48,0.64,very low contamination
419,-30.4409,27.0781,0.018,0.319,1.58,3.509,0.92,2.22,3.4,very low contamination
420,-30.4399,26.6475,0.004,0.277,0.345,0.672,0.24,0.75,0.83,very low contamination
421,-30.3298,26.5977,0.056,0.31,1.68,1.719,2.84,1.87,3.66,very low contamination
422,-29.8481,27.0919,0.005,0.888,0.357,5.7,0.2,1.45,0.97,very low contamination
423,-29.8193,27.0848,0.021,0.314,0.726,1.353,0.74,1.41,2.48,very low contamination
424,-30.2208,26.8555,0.039,0.198,1.13,2.631,1.22,1.62,2.48,very low contamination
425,-30.4158,25.9058,0.026,0.194,0.862,1.691,1.02,1.31,2.92,very low contamination
426,-30.3131,26.1039,0.042,0.197,2.14,3.345,0.68,2.41,3.15,very low contamination
427,-30.1438,26.098,0.045,0.256,2.375,4.339,1.56,0.95,3.03,very low contamination
428,-30.0163,26.0898,0.031,0.22,2.215,2.017,0.59,2.59,4.29,very low contamination
429,-30.2355,26.4468,0.024,0.222,1.525,1.416,0.94,2.35,3.5,very low contamination
430,-29.0659,26.382,0.013,0.889,2.521,15.175,0.2,3.34,3.45,very low contamination
431,-28.9646,26.596,0.013,0.943,2.371,15.03,0.21,3.4,3.34,very low contamination
432,-28.9297,26.3735,0.02,0.919,1.936,10.64,0.7,3.48,3.73,very low contamination
433,-29.2762,26.2911,0.004,1.015,0.465,4.51,0.16,1.6,1.51,very low contamination
434,-29.1251,26.3835,0.007,0.87,0.495,7.602,0.34,1.39,2.2,very low contamination
435,-29.0684,26.333,0.005,1.083,0.652,3.743,0.17,0.84,1.3,very low contamination
436,-28.9818,26.0379,0.005,1.043,0.636,6.882,0.28,0.66,1.96,very low contamination
437,-28.8571,26.1388,0.016,0.497,1.21,9.8,0.93,2.96,4.18,very low contamination
438,-29.1799,25.937,0.005,1.024,0.772,9.46,0.34,1.72,2.65,very low contamination
439,-29.136,26.1229,0.005,1.085,0.567,4.848,0.97,1.15,2.06,very low contamination
440,-29.3086,26.3523,0.009,1.524,1.325,7.575,0.37,2.82,2.68,very low contamination
441,-28.9082,26.1685,0.004,1.644,0.452,4.267,0.15,0.62,1.33,very low contamination
442,-28.9918,25.9935,0.005,1.386,1.031,3.243,0.22,1.1,1.87,very low contamination
443,-28.874,25.9235,0.012,1.189,0.868,5.393,0.15,1.96,1.76,very low contamination
444,-29.0947,26.0453,0.009,1.046,2.425,3.856,0.22,2.28,4.6,very low contamination
445,-28.168,26.8252,0.007,1.073,0.639,6.227,0.44,0.44,2.26,very low contamination
446,-28.0345,26.8348,0.004,1.161,0.442,4.227,0.56,0.38,1.16,very low contamination
447,-28.098,26.7242,0.006,1.065,0.552,4.325,0.22,0.56,2.34,very low contamination
448,-28.6879,26.1157,0.007,1.113,0.894,3.923,0.23,1.4,1.88,very low contamination
449,-28.1602,26.6755,0.006,1.071,0.822,10.015,0.26,1.49,2.18,very low contamination
450,-28.2741,26.424,0.004,1.23,0.316,6.639,0.11,0.39,1.24,very low contamination
451,-28.4518,26.5135,0.006,1.276,1.153,5.314,0.47,1.1,2.59,very low contamination
452,-28.4764,26.5653,0.005,1.308,0.603,3.657,0.24,1.52,1.33,very low contamination
453,-28.6074,26.8149,0.005,1.309,0.658,10.773,0.17,1.29,3.04,very low contamination
454,-28.6193,25.9966,0.013,1.368,1.597,8.611,0.28,2.5,3.56,very low contamination
455,-28.7269,25.5411,0.008,0.095,0.247,3.562,0.28,2.04,0.07,very low contamination
456,-28.7986,25.4992,0.03,0.107,0.775,6.262,0.43,2.86,0.74,very low contamination
457,-28.5429,25.2058,0.012,0.033,0.635,2.766,0.34,0.825,1.204,very low contamination
458,-28.529,25.0697,0.008,0.072,1.563,1.594,0.26,2.15,2.86,very low contamination
459,-28.4342,25.2508,0.007,0.105,0.383,0.761,0.58,0.87,0.52,very low contamination
460,-28.7003,25.3918,0.014,0.099,0.921,4.287,0.37,1.82,1.55,very low contamination
461,-28.402,25.6088,0.007,0.016,1.001,2.09,0.27,1.5,2.5,very low contamination
462,-28.7023,25.8943,0.003,0.007,0.401,2.01,0.24,0.59,1.25,very low contamination
463,-28.5668,25.5166,0.014,0.0,2.604,4.333,0.3,3.45,4.94,very low contamination
464,-28.5594,26.3254,0.01,0.028,1.541,4.503,0.69,2.6,3.19,very low contamination
465,-28.5072,26.3254,0.004,0.023,0.607,4.72,0.18,1.36,2.77,very low contamination
466,-28.183,25.4742,0.004,0.095,0.908,4.381,0.1,1.12,3.06,very low contamination
467,-28.208,25.4779,0.003,0.0,0.269,1.429,0.14,0.36,0.68,very low contamination
468,-28.2248,25.4172,0.004,0.062,0.641,2.015,0.22,0.44,1.5,very low contamination
469,-28.0905,25.3364,0.003,0.068,0.301,1.264,0.09,0.4,0.493,very low contamination
470,-27.9576,29.9064,0.008,0.0,1.637,1.754,0.719,3.03,3.29,very low contamination
471,-28.5077,25.5891,0.004,0.0,0.368,2.727,0.19,0.46,0.86,very low contamination
472,-30.1209,27.2068,0.014,0.244,0.909,0.62,0.36,1.89,0.83,very low contamination
473,-30.1385,27.1998,0.007,0.264,0.376,0.589,4.52,1.01,0.54,very low contamination
474,-30.0307,27.2206,0.005,0.216,0.285,1.134,0.396,1.12,0.43,very low contamination
475,-30.1059,27.1834,0.008,0.577,0.639,0.992,0.5,1.24,0.97,very low contamination
476,-30.2061,27.1541,0.008,0.61,0.631,0.899,0.53,1.37,1.67,very low contamination
477,-30.1229,27.1351,0.009,0.545,0.449,0.547,0.36,1.12,0.56,very low contamination
478,-29.7016,26.8181,0.006,0.0,0.473,2.803,0.5,1.06,1.14,very low contamination
479,-29.6656,26.762,0.013,0.0,0.911,3.609,1.43,2.02,1.34,very low contamination
480,-30.5513,26.4478,0.025,0.388,0.841,1.259,1.17,1.74,1.95,very low contamination
481,-30.4224,26.7976,0.032,0.622,1.886,1.281,0.86,4.95,6.8,very low contamination
482,-30.6157,26.565,0.02,0.436,0.561,2.216,0.63,1.58,1.53,very low contamination
483,-30.5298,26.4404,0.035,0.291,1.263,0.711,0.5,2.88,8.15,very low contamination
484,-29.8517,25.5561,0.011,0.0,0.892,1.796,0.25,2.07,2.8,very low contamination
485,-29.8253,25.4408,0.024,0.0,2.457,5.391,1.48,2.79,5.9,very low contamination
486,-29.8086,25.4419,0.013,0.0,2.645,2.15,0.47,2.27,3.94,very low contamination
487,-30.0529,25.8372,0.024,0.299,3.105,1.335,1.13,4.09,5.19,very low contamination
488,-29.9959,26.0307,0.005,0.007,0.809,2.852,0.34,1.47,2.23,very low contamination
489,-29.8099,26.0963,0.014,0.0,1.049,4.171,0.82,1.57,2.62,very low contamination
490,-29.8,26.005,0.015,0.016,3.916,9.147,0.31,3.76,4.13,very low contamination
491,-30.0261,25.9319,0.018,0.285,0.768,1.048,0.46,1.3,1.38,very low contamination
492,-29.9863,26.0406,0.018,0.0,1.03,3.995,1.42,1.64,2.4,very low contamination
493,-29.7932,25.9909,0.045,0.0,1.764,11.483,1.79,2.61,4.04,very low contamination
494,-29.7807,26.1119,0.011,0.133,1.639,6.423,0.68,2.08,2.94,very low contamination
495,-29.8797,25.6076,0.026,0.0,2.102,9.496,2.22,2.98,4.42,very low contamination
496,-29.8168,25.5097,0.042,0.0,1.676,7.824,1.37,3.46,3.67,very low contamination
497,-29.8807,25.4607,0.028,0.0,2.767,6.863,0.87,3.72,6.46,very low contamination
498,-29.9956,25.7241,0.011,0.126,0.924,4.518,0.96,1.49,1.49,very low contamination
499,-30.1016,26.6224,0.023,0.343,0.714,1.191,0.54,1.17,1.4,very low contamination
500,-26.1332,24.3632,0.003,0.015,0.261,2.527,0.15,0.191,0.799,very low contamination
501,-26.1401,24.3612,0.002,0.0,0.118,1.354,0.24,0.199,0.363,very low contamination
502,-26.1743,24.3841,0.002,0.0,0.231,1.296,0.43,0.187,0.43,very low contamination
503,-27.0166,20.0677,0.014,0.304,0.266,1.518,0.478,0.577,0.802,very low contamination
504,-27.4673,20.114,0.006,0.287,0.27,0.788,0.703,0.495,0.777,very low contamination
505,-28.64,21.13,0.002,0.418,1.446,0.59,1.191,1.58,0.673,very low contamination
506,-27.8992,22.1759,0.001,0.344,0.161,0.243,0.54,0.152,0.302,very low contamination
507,-28.02,22.4,0.003,0.423,1.749,0.991,1.145,1.115,0.74,very low contamination
508,-27.9465,22.4508,0.009,0.327,0.082,0.29,0.288,0.079,0.242,very low contamination
509,-28.1708,23.0833,0.021,0.397,3.19,1.077,1.514,1.872,1.767,very low contamination
510,-27.8759,23.4129,0.064,0.331,0.083,0.326,0.412,0.178,0.54,very low contamination
511,-27.6077,23.7397,0.014,0.294,0.621,0.708,0.4,0.44,1.41,very low contamination
512,-27.8055,22.5117,0.004,0.264,0.26,0.414,0.271,0.327,0.459,very low contamination
513,-27.8665,22.6048,0.005,0.287,1.021,0.716,0.414,0.767,0.819,very low contamination
514,-28.2367,22.1267,0.003,0.427,1.602,0.806,1.576,0.618,0.58,very low contamination
515,-26.3134,24.8506,0.003,0.0,0.199,2.668,0.12,0.38,1.12,very low contamination
516,-26.3099,24.8653,0.002,0.0,0.266,1.87,0.08,0.274,0.879,very low contamination
517,-26.3012,24.8793,0.001,0.0,0.148,2.854,0.11,0.6,0.61,very low contamination
518,-26.3794,24.9179,0.003,0.0,2.482,3.424,0.15,0.33,2.3,very low contamination
519,-26.5236,24.8558,0.003,0.0,0.88,4.04,0.1,0.38,2.19,very low contamination
520,-26.5399,24.8325,0.004,0.0,1.158,2.603,0.16,1.28,2.31,very low contamination
521,-26.7279,25.1004,0.004,0.0,1.16,4.344,0.21,1.63,5.74,very low contamination
522,-25.9923,24.8449,0.003,0.0,0.091,0.56,0.14,0.142,0.099,very low contamination
523,-25.9982,24.8345,0.002,0.0,0.093,0.793,0.06,0.136,0.298,very low contamination
524,-26.0939,24.8796,0.01,0.0,10.117,2.662,0.16,1.16,5.08,very low contamination
525,-26.1829,24.9073,0.008,0.105,2.366,8.51,0.28,5.61,2.5,very low contamination
526,-26.1864,24.9108,0.009,0.0,0.826,3.852,0.04,0.87,2.19,very low contamination
527,-25.5455,23.2434,0.001,0.0,0.069,0.528,0.04,0.086,0.113,very low contamination
528,-25.5362,23.176,0.003,0.025,0.49,2.235,0.11,0.52,0.62,very low contamination
529,-25.6669,23.4594,0.002,0.0,0.211,1.138,0.04,0.138,0.461,very low contamination
530,-26.7175,23.4432,0.031,0.167,0.281,0.338,0.19,0.26,0.24,very low contamination
531,-26.7046,23.4166,0.001,0.0,0.152,0.933,0.04,0.086,0.287,very low contamination
532,-26.7215,23.5113,0.001,0.0,0.081,0.99,0.11,0.268,0.193,very low contamination
533,-28.4328,24.4806,0.007,0.293,0.674,0.704,0.213,0.646,0.513,very low contamination
534,-27.351,22.7808,0.005,0.3,0.179,0.492,0.21,0.399,0.645,very low contamination
535,-28.9441,26.2895,0.009,0.108,0.492,4.795,0.13,1.68,0.54,very low contamination
536,-28.9319,26.286,0.015,0.019,2.904,8.743,0.56,2.47,5.37,very low contamination
537,-28.9369,26.2889,0.004,0.0,0.074,10.598,0.14,0.57,0.93,very low contamination
538,-27.3066,23.6198,0.011,0.295,0.137,0.361,0.277,0.148,0.303,very low contamination
539,-27.3655,23.5398,0.003,0.305,0.127,0.415,0.247,0.119,0.344,very low contamination
540,-31.525,26.6083,0.063,0.0,2.108,12.484,34.05,3.93,4.28,very low contamination
541,-31.4917,26.7417,0.012,0.0,2.088,7.251,0.68,1.5,3.09,very low contamination
542,-31.7167,26.6,0.01,0.0,1.231,6.486,0.93,2.15,1.32,very low contamination
543,-31.7417,26.5833,0.01,0.0,0.861,3.946,1.06,1.51,1.37,very low contamination
544,-31.8833,26.6917,0.033,0.0,2.999,9.34,0.94,5.72,5.55,very low contamination
545,-32.0333,26.4833,0.036,0.0,1.859,1.818,0.27,3.42,4.26,very low contamination
546,-31.975,26.575,0.012,0.0,3.131,1.331,0.15,4.18,5.22,very low contamination
547,-31.9333,26.6833,0.014,0.0,3.511,4.486,0.93,4.68,6.67,very low contamination
548,-31.8167,26.7417,0.014,0.0,2.798,6.035,1.29,8.92,13.15,very low contamination
